postal_code,latitude,longitude,age_group_0,age_group_1,age_group_2,age_group_3,gender_0,gender_1,education_0,education_1,education_2,education_3,education_4,education_5,income_0,income_1,income_2,income_3,income_4,income_5,c_local_y,c_local_n,c_global_y,c_global_n,informed_y,informed_n
M1V,43.817141327913276,-79.28235054200542,0,1,1,1,2,1,0,0,1,0,1,1,1,1,0,0,1,0,2,1,0,3,1,2
M1W,43.79980764705882,-79.32082352941177,2,1,3,2,3,5,1,0,0,1,5,1,2,1,0,0,2,3,6,2,7,1,5,3
M1W,43.79980764705882,-79.32082352941177,2,1,3,2,3,5,1,0,0,1,5,1,2,1,0,0,2,3,6,2,7,1,5,3
M1W,43.79980764705882,-79.32082352941177,2,1,3,2,3,5,1,0,0,1,5,1,2,1,0,0,2,3,6,2,7,1,5,3
M1W,43.79980764705882,-79.32082352941177,2,1,3,2,3,5,1,0,0,1,5,1,2,1,0,0,2,3,6,2,7,1,5,3
M1W,43.79980764705882,-79.32082352941177,2,1,3,2,3,5,1,0,0,1,5,1,2,1,0,0,2,3,6,2,7,1,5,3
M1W,43.79980764705882,-79.32082352941177,2,1,3,2,3,5,1,0,0,1,5,1,2,1,0,0,2,3,6,2,7,1,5,3
M1W,43.79980764705882,-79.32082352941177,2,1,3,2,3,5,1,0,0,1,5,1,2,1,0,0,2,3,6,2,7,1,5,3
M1W,43.79980764705882,-79.32082352941177,2,1,3,2,3,5,1,0,0,1,5,1,2,1,0,0,2,3,6,2,7,1,5,3
M1X,43.82678957345971,-79.22305165876777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
M2H,43.80137431192661,-79.35905160550459,1,0,1,2,0,0,0,0,2,0,2,0,0,1,2,0,0,1,3,1,3,1,3,1
M2H,43.80137431192661,-79.35905160550459,1,0,1,2,0,0,0,0,2,0,2,0,0,1,2,0,0,1,3,1,3,1,3,1
M2H,43.80137431192661,-79.35905160550459,1,0,1,2,0,0,0,0,2,0,2,0,0,1,2,0,0,1,3,1,3,1,3,1
M2H,43.80137431192661,-79.35905160550459,1,0,1,2,0,0,0,0,2,0,2,0,0,1,2,0,0,1,3,1,3,1,3,1
M2J,43.780835285285285,-79.34870900900901,1,3,1,0,3,2,0,0,2,0,2,1,1,1,2,1,0,0,4,1,4,1,4,1
M2J,43.780835285285285,-79.34870900900901,1,3,1,0,3,2,0,0,2,0,2,1,1,1,2,1,0,0,4,1,4,1,4,1
M2J,43.780835285285285,-79.34870900900901,1,3,1,0,3,2,0,0,2,0,2,1,1,1,2,1,0,0,4,1,4,1,4,1
M2J,43.780835285285285,-79.34870900900901,1,3,1,0,3,2,0,0,2,0,2,1,1,1,2,1,0,0,4,1,4,1,4,1
M2J,43.780835285285285,-79.34870900900901,1,3,1,0,3,2,0,0,2,0,2,1,1,1,2,1,0,0,4,1,4,1,4,1
M2K,43.777621764705884,-79.38304558823529,1,2,0,0,1,2,0,0,0,0,2,1,0,1,1,0,0,1,0,3,0,3,2,1
M2K,43.777621764705884,-79.38304558823529,1,2,0,0,1,2,0,0,0,0,2,1,0,1,1,0,0,1,0,3,0,3,2,1
M2K,43.777621764705884,-79.38304558823529,1,2,0,0,1,2,0,0,0,0,2,1,0,1,1,0,0,1,0,3,0,3,2,1
M2M,43.79135126811594,-79.41114547101449,1,2,0,1,3,1,0,0,0,2,1,1,0,0,0,3,1,0,3,1,0,4,3,1
M2M,43.79135126811594,-79.41114547101449,1,2,0,1,3,1,0,0,0,2,1,1,0,0,0,3,1,0,3,1,0,4,3,1
M2M,43.79135126811594,-79.41114547101449,1,2,0,1,3,1,0,0,0,2,1,1,0,0,0,3,1,0,3,1,0,4,3,1
M2M,43.79135126811594,-79.41114547101449,1,2,0,1,3,1,0,0,0,2,1,1,0,0,0,3,1,0,3,1,0,4,3,1
M2N,43.77093629736116,-79.4132495121774,3,4,2,1,5,5,1,0,1,1,3,4,3,1,1,1,1,3,7,3,9,1,6,4
M2N,43.77093629736116,-79.4132495121774,3,4,2,1,5,5,1,0,1,1,3,4,3,1,1,1,1,3,7,3,9,1,6,4
M2N,43.77093629736116,-79.4132495121774,3,4,2,1,5,5,1,0,1,1,3,4,3,1,1,1,1,3,7,3,9,1,6,4
M2N,43.77093629736116,-79.4132495121774,3,4,2,1,5,5,1,0,1,1,3,4,3,1,1,1,1,3,7,3,9,1,6,4
M2N,43.77093629736116,-79.4132495121774,3,4,2,1,5,5,1,0,1,1,3,4,3,1,1,1,1,3,7,3,9,1,6,4
M2N,43.77093629736116,-79.4132495121774,3,4,2,1,5,5,1,0,1,1,3,4,3,1,1,1,1,3,7,3,9,1,6,4
M2N,43.77093629736116,-79.4132495121774,3,4,2,1,5,5,1,0,1,1,3,4,3,1,1,1,1,3,7,3,9,1,6,4
M2N,43.77093629736116,-79.4132495121774,3,4,2,1,5,5,1,0,1,1,3,4,3,1,1,1,1,3,7,3,9,1,6,4
M2N,43.77093629736116,-79.4132495121774,3,4,2,1,5,5,1,0,1,1,3,4,3,1,1,1,1,3,7,3,9,1,6,4
M2N,43.77093629736116,-79.4132495121774,3,4,2,1,5,5,1,0,1,1,3,4,3,1,1,1,1,3,7,3,9,1,6,4
M2R,43.77913556475642,-79.4442928405029,2,0,1,0,2,1,0,0,0,0,1,2,0,0,0,1,2,0,0,3,0,3,0,3
M2R,43.77913556475642,-79.4442928405029,2,0,1,0,2,1,0,0,0,0,1,2,0,0,0,1,2,0,0,3,0,3,0,3
M2R,43.77913556475642,-79.4442928405029,2,0,1,0,2,1,0,0,0,0,1,2,0,0,0,1,2,0,0,3,0,3,0,3
M3A,43.753432932692306,-79.32782211538462,2,2,2,2,4,4,0,2,0,0,1,5,0,1,3,1,2,1,5,3,5,3,4,4
M3A,43.753432932692306,-79.32782211538462,2,2,2,2,4,4,0,2,0,0,1,5,0,1,3,1,2,1,5,3,5,3,4,4
M3A,43.753432932692306,-79.32782211538462,2,2,2,2,4,4,0,2,0,0,1,5,0,1,3,1,2,1,5,3,5,3,4,4
M3A,43.753432932692306,-79.32782211538462,2,2,2,2,4,4,0,2,0,0,1,5,0,1,3,1,2,1,5,3,5,3,4,4
M3A,43.753432932692306,-79.32782211538462,2,2,2,2,4,4,0,2,0,0,1,5,0,1,3,1,2,1,5,3,5,3,4,4
M3A,43.753432932692306,-79.32782211538462,2,2,2,2,4,4,0,2,0,0,1,5,0,1,3,1,2,1,5,3,5,3,4,4
M3A,43.753432932692306,-79.32782211538462,2,2,2,2,4,4,0,2,0,0,1,5,0,1,3,1,2,1,5,3,5,3,4,4
M3A,43.753432932692306,-79.32782211538462,2,2,2,2,4,4,0,2,0,0,1,5,0,1,3,1,2,1,5,3,5,3,4,4
M3C,43.722655855005605,-79.34073514475693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
M3H,43.751692023809525,-79.44606571428571,1,3,1,1,2,4,0,0,1,2,1,2,1,1,1,0,1,2,5,1,4,2,5,1
M3H,43.751692023809525,-79.44606571428571,1,3,1,1,2,4,0,0,1,2,1,2,1,1,1,0,1,2,5,1,4,2,5,1
M3H,43.751692023809525,-79.44606571428571,1,3,1,1,2,4,0,0,1,2,1,2,1,1,1,0,1,2,5,1,4,2,5,1
M3H,43.751692023809525,-79.44606571428571,1,3,1,1,2,4,0,0,1,2,1,2,1,1,1,0,1,2,5,1,4,2,5,1
M3H,43.751692023809525,-79.44606571428571,1,3,1,1,2,4,0,0,1,2,1,2,1,1,1,0,1,2,5,1,4,2,5,1
M3H,43.751692023809525,-79.44606571428571,1,3,1,1,2,4,0,0,1,2,1,2,1,1,1,0,1,2,5,1,4,2,5,1
M3J,43.76175428571429,-79.48934238095238,0,2,1,0,1,2,1,0,1,0,0,1,0,1,1,1,0,0,2,1,2,1,0,3
M3J,43.76175428571429,-79.48934238095238,0,2,1,0,1,2,1,0,1,0,0,1,0,1,1,1,0,0,2,1,2,1,0,3
M3J,43.76175428571429,-79.48934238095238,0,2,1,0,1,2,1,0,1,0,0,1,0,1,1,1,0,0,2,1,2,1,0,3
M3L,43.73590254273471,-79.51381572378213,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,2,0,2
