postal_code,gender,age_group,education_group,income_group,concerned_local_binary,concerned_global_binary,informed_binary,latitude,longitude
M9L,Woman,0,3,0,TRUE,TRUE,TRUE,43.75796708074534,-79.56021863354037
M9M,Woman,0,5,3,TRUE,TRUE,TRUE,43.734723867069484,-79.53998580060423
M9N,Man,0,4,0,TRUE,TRUE,TRUE,43.70638017817372,-79.51616414253897
M9P,Woman,1,4,1,TRUE,TRUE,FALSE,43.692890889370936,-79.53069023861171
M9R,Man,3,0,4,TRUE,TRUE,FALSE,43.68821182994455,-79.55417781885397
M9R,Woman,0,4,4,TRUE,TRUE,TRUE,43.68821182994455,-79.55417781885397
M9R,Woman,2,4,3,TRUE,TRUE,TRUE,43.68821182994455,-79.55417781885397
M9V,Woman,0,2,4,TRUE,TRUE,TRUE,43.74254979079498,-79.58461603905161
M9V,Woman,0,3,2,TRUE,TRUE,TRUE,43.74254979079498,-79.58461603905161
M9V,Man,1,5,3,TRUE,TRUE,TRUE,43.74254979079498,-79.58461603905161
M9V,Man,2,4,2,TRUE,TRUE,FALSE,43.74254979079498,-79.58461603905161
M9V,Woman,1,0,2,TRUE,TRUE,TRUE,43.74254979079498,-79.58461603905161
M9V,Man,2,2,3,TRUE,TRUE,FALSE,43.74254979079498,-79.58461603905161
M9V,Woman,0,4,2,TRUE,TRUE,FALSE,43.74254979079498,-79.58461603905161
M9W,Man,3,2,1,TRUE,TRUE,TRUE,43.718602400835074,-79.57956252609603
M9W,Woman,1,1,2,TRUE,TRUE,TRUE,43.718602400835074,-79.57956252609603
M9W,Woman,0,2,3,TRUE,TRUE,FALSE,43.718602400835074,-79.57956252609603
M9W,Woman,0,3,3,TRUE,TRUE,TRUE,43.718602400835074,-79.57956252609603
M9W,Man,1,2,1,TRUE,TRUE,TRUE,43.718602400835074,-79.57956252609603
M9W,Man,2,5,2,TRUE,FALSE,TRUE,43.718602400835074,-79.57956252609603
M9W,Man,2,5,3,TRUE,TRUE,FALSE,43.718602400835074,-79.57956252609603
